,pred,true
0,0.97574884,0.98319197
1,0.9755862,0.9833265
2,0.9760766,0.98341954
3,0.9757481,0.9834888
4,0.97436255,0.9835355
5,0.97324085,0.98355794
6,0.97503585,0.98356485
7,0.97330254,0.9835665
8,0.9736621,0.983567
9,0.9728906,0.983567
10,0.9739954,0.98356706
11,0.9723158,0.9835671
12,0.97471935,0.98356724
13,0.97355634,0.98356724
14,0.9717417,0.98356736
15,0.97118354,0.98356736
16,0.9714921,0.9835522
17,0.9719,0.9834173
18,0.9720622,0.98307496
19,0.9698451,0.9825483
20,0.97194904,0.9818605
21,0.96932334,0.98112166
22,0.9699562,0.9804001
23,0.9688921,0.9796457
24,0.96895653,0.97902817
25,0.96938103,0.9786209
26,0.9696975,0.9783007
27,0.9689458,0.97796917
28,0.9696088,0.9776666
29,0.96904165,0.97738636
30,0.9689501,0.97711
31,0.9678621,0.9769107
32,0.96671486,0.9767399
33,0.968266,0.97652495
34,0.96625155,0.97634935
35,0.9673775,0.97625744
36,0.9658499,0.97607946
37,0.9658987,0.97571135
38,0.96547794,0.97535825
39,0.9657159,0.9750507
40,0.9659774,0.9747722
41,0.96663094,0.974488
42,0.9655569,0.9742007
43,0.9661817,0.9740147
44,0.9647588,0.9738285
45,0.963908,0.97374594
46,0.96277475,0.9737911
47,0.96177644,0.9737933
48,0.9615808,0.9737426
49,0.9618492,0.9737241
50,0.9619977,0.97365034
51,0.96138996,0.9735909
52,0.96216005,0.9735103
53,0.9620695,0.9734075
54,0.9624949,0.9733606
55,0.96332216,0.9733035
56,0.96344954,0.9732135
57,0.9642813,0.9730686
58,0.9639979,0.9729668
59,0.9647806,0.9729208
60,0.9644597,0.9728644
61,0.96464175,0.97278666
62,0.964678,0.97277
63,0.9655366,0.9727974
64,0.9631497,0.9727131
65,0.9647824,0.9726873
66,0.9648938,0.97243816
67,0.96453124,0.9719651
68,0.9655595,0.971611
69,0.96561766,0.9712491
70,0.9660263,0.9710174
71,0.96491075,0.9707453
72,0.9650476,0.9704238
73,0.9645152,0.9701196
74,0.9639025,0.9698216
75,0.9641959,0.9695925
76,0.964251,0.96933436
77,0.96500516,0.96913624
78,0.9663601,0.96898603
79,0.96388227,0.96889704
80,0.96509236,0.9687966
81,0.963218,0.9685589
82,0.9630998,0.9684069
83,0.9620731,0.9683172
84,0.96248454,0.96815264
85,0.9628542,0.9678606
86,0.9624403,0.9676161
87,0.96319944,0.9674835
88,0.9618977,0.967301
89,0.9624822,0.9671171
90,0.9612306,0.96690536
91,0.9627278,0.9666664
92,0.9614153,0.96638644
93,0.9624908,0.96615505
94,0.9613735,0.96596134
95,0.9633844,0.9659086
96,0.963017,0.965976
97,0.96210784,0.96586925
98,0.9626527,0.9656742
99,0.96298075,0.965567
100,0.96231794,0.96540844
101,0.9622636,0.9652126
102,0.96123284,0.9650547
103,0.9621379,0.96484643
104,0.9625144,0.9646019
105,0.9626832,0.9644077
106,0.9617631,0.9643005
107,0.9630974,0.964206
108,0.96163654,0.9640741
109,0.9619269,0.96399015
110,0.96216124,0.9639199
111,0.9635387,0.9637157
112,0.9632015,0.9635097
113,0.9634786,0.96332693
114,0.9612681,0.9630919
115,0.9627311,0.9628544
116,0.962043,0.9627701
117,0.9625058,0.9627013
118,0.9630205,0.96263254
119,0.96258736,0.962516
120,0.9625557,0.9623798
121,0.9634802,0.9622432
122,0.96283627,0.9620631
123,0.96230316,0.96202004
124,0.9630392,0.961941
125,0.96192217,0.9618131
126,0.9631076,0.9616592
127,0.96208555,0.9614806
128,0.9630148,0.9613514
129,0.9622838,0.9613099
130,0.9620181,0.96125805
131,0.9615555,0.96108246
132,0.96203375,0.9609188
133,0.96062964,0.96087074
134,0.96060294,0.96078694
135,0.96090984,0.9606497
136,0.9605407,0.96053684
137,0.9593089,0.96039975
138,0.96027255,0.9602988
139,0.9604805,0.96016216
140,0.96069765,0.9599507
141,0.96048856,0.95984864
142,0.962033,0.95978475
143,0.96395683,0.95964825
144,0.96412784,0.9595723
145,0.9638829,0.95939696
146,0.9620275,0.9591613
147,0.96331453,0.959096
148,0.9627672,0.95896995
149,0.96221775,0.9588317
150,0.96240014,0.9587921
151,0.9617129,0.9587288
152,0.9626139,0.95864224
153,0.96318406,0.958495
154,0.96225315,0.9583352
155,0.9618809,0.9582116
156,0.9617391,0.9581
157,0.9637768,0.95794
158,0.96283454,0.95779127
159,0.9625654,0.9576911
160,0.9627046,0.9575423
161,0.9624629,0.9573555
162,0.96164703,0.95720416
163,0.9621573,0.95695144
164,0.9625872,0.9566089
165,0.9623782,0.95633614
166,0.9626403,0.9560979
167,0.9615395,0.95581824
168,0.96180105,0.95554805
169,0.9627009,0.95526
170,0.96177274,0.9549699
171,0.96244496,0.9547566
172,0.96236897,0.9544617
173,0.96247816,0.9542018
174,0.9628094,0.9539813
175,0.9628481,0.95371896
176,0.96196485,0.9534801
177,0.96128654,0.95295584
178,0.9610653,0.9524069
179,0.9598439,0.9517654
180,0.96102005,0.95133936
181,0.9618025,0.9513848
182,0.9601538,0.9512676
183,0.9614425,0.95112324
184,0.9604067,0.950907
185,0.9605982,0.95061874
186,0.9614776,0.95041454
187,0.95932347,0.95035344
188,0.9605424,0.9503375
189,0.9604979,0.95026696
190,0.9606311,0.9501407
191,0.9612953,0.95000124
192,0.9604972,0.9498482
193,0.9608278,0.9496684
194,0.9617067,0.94947326
195,0.9610657,0.9491489
196,0.9595067,0.94877875
197,0.9606951,0.94838667
198,0.9608903,0.9478843
199,0.9596364,0.9473884
200,0.9603274,0.946818
201,0.9564965,0.9462038
202,0.9569998,0.94568276
203,0.95460534,0.9454569
204,0.95649284,0.94555026
205,0.95659685,0.9455855
206,0.958322,0.9453294
207,0.9568706,0.9448304
208,0.95798516,0.94438326
209,0.9560289,0.9439442
210,0.95544153,0.9434978
211,0.9563081,0.94315445
212,0.9558735,0.9428737
213,0.95577145,0.9425913
214,0.95640785,0.94230783
215,0.9560745,0.9422022
216,0.95503396,0.9420992
217,0.9545886,0.94194496
218,0.9544725,0.94185513
219,0.9545922,0.94183093
220,0.9563593,0.94187224
221,0.955424,0.9419647
222,0.9534294,0.9420854
223,0.95428807,0.9421875
224,0.95318407,0.94235086
225,0.9528096,0.9424888
226,0.95202893,0.9424044
227,0.95197743,0.9422952
228,0.9525399,0.9422524
229,0.95323974,0.9420985
230,0.9536317,0.94193125
231,0.95257694,0.94166964
232,0.9523802,0.9413527
233,0.9519543,0.9410432
234,0.9514409,0.9407722
235,0.95025367,0.9405655
236,0.95028836,0.9404249
237,0.95135325,0.9403527
238,0.9505432,0.9402281
239,0.95153254,0.9401798
240,0.9508683,0.94019985
241,0.95281905,0.94017345
242,0.9507067,0.94012225
243,0.9498045,0.9399946
244,0.95114166,0.9397628
245,0.9504122,0.9396206
246,0.9521753,0.9394915
247,0.9520181,0.93921745
248,0.9514446,0.9389142
249,0.9515841,0.93864596
250,0.95082474,0.9384166
251,0.9523452,0.9381852
252,0.95009613,0.9379244
253,0.94966143,0.9377565
254,0.9476123,0.9375334
255,0.94946057,0.9372674
256,0.94980735,0.93710923
257,0.9497328,0.9368681
258,0.9475662,0.93657017
259,0.9484405,0.93632525
260,0.94791955,0.93609196
261,0.94753104,0.93596834
262,0.9463916,0.93584514
263,0.94666034,0.93568206
264,0.9464839,0.935642
265,0.94837564,0.9355347
266,0.94799346,0.93531936
267,0.9483364,0.93519884
268,0.94669956,0.93514836
269,0.94792193,0.934948
270,0.9460309,0.934734
271,0.9448835,0.9346293
272,0.9456191,0.93444276
273,0.9450601,0.9341867
274,0.94465953,0.9339843
275,0.9466923,0.93382263
276,0.9452234,0.93354756
277,0.94445115,0.9332991
278,0.94410783,0.93314767
279,0.9457848,0.9329963
280,0.9451213,0.9328307
281,0.94473356,0.9325954
282,0.94508433,0.93237185
283,0.94545966,0.9322603
284,0.9435415,0.9321072
285,0.94487303,0.9318136
286,0.94499964,0.9315448
287,0.9434783,0.93124354
288,0.94337434,0.9310129
289,0.9428959,0.9308816
290,0.94296545,0.93073696
291,0.94326854,0.9306072
292,0.9423084,0.93046427
293,0.9431965,0.93020713
294,0.94228506,0.9299027
295,0.94317275,0.92964095
296,0.94292855,0.92951596
297,0.94047004,0.9295366
298,0.9427206,0.9295351
299,0.94223136,0.9295215
300,0.94357747,0.92941225
301,0.941701,0.9291796
302,0.94228965,0.92904603
303,0.9407659,0.928857
304,0.94086075,0.92867255
305,0.9407472,0.9285862
306,0.9416647,0.9285179
307,0.9416869,0.928507
308,0.9414695,0.9284708
309,0.9405963,0.92838264
310,0.94064313,0.9282302
311,0.94073886,0.92815876
312,0.9412818,0.9281285
313,0.9410235,0.92800677
314,0.9416798,0.92781794
315,0.9400304,0.92765605
316,0.9413751,0.9275603
317,0.9405875,0.9274918
318,0.9406164,0.92745066
319,0.94178706,0.927346
320,0.9421325,0.9272157
321,0.9424475,0.9270991
