Current,Voltage,Temperature,SOC,Profile
-0.000378419,3.561993361,51.93389511,1.000001081,1
-2.76E-06,3.561685562,51.87397766,1.00000103,1
-0.000190588,3.541680336,10.01737118,1.000001016,1
-0.000190588,3.561685562,51.86074448,1.000001005,1
-0.000190588,3.553375721,32.0606575,1.000000992,1
-0.000190588,3.533062458,0.007843422,1.00000096,1
-0.000190588,3.561993361,51.83078766,1.000000954,1
-0.000190588,3.553375721,31.91192436,1.000000941,1
-0.000378419,3.541988134,10.06213474,1.000000936,1
-0.000190588,3.550913572,25.99848938,1.000000921,1
-0.000190588,3.533370256,-0.068226509,1.000000903,1
-0.000190588,3.553683519,32.0606575,1.00000089,1
-0.000378419,3.562608957,51.96385956,1.000000879,1
-0.000190588,3.551221371,26.07327461,1.00000087,1
-0.000190588,3.557376862,41.61416626,1.000000857,1
-0.000190588,3.541988134,9.986432076,1.000000856,1
-0.000190588,3.533678055,-0.068226509,1.000000847,1
-0.000190588,3.553991318,31.9862957,1.000000839,1
-0.000190588,3.551529169,26.07327461,1.000000819,1
-0.000190588,3.55768466,41.68787766,1.000000806,1
-0.000190588,3.533985853,-0.037127078,1.000000791,1
-0.000190588,3.553991318,32.0606575,1.000000788,1
-0.000378419,3.561993361,51.93389511,1.000000778,1
-0.000378419,3.542295694,9.941667557,1.000000776,1
-0.000190588,3.55768466,41.79174805,1.000000756,1
-0.000378419,3.550913572,27.03939247,1.000000745,1
-0.000378419,3.552144527,26.07327461,1.000000742,1
-0.000190588,3.554299116,31.9862957,1.000000737,1
-0.000190588,3.53460145,-0.068226509,1.000000734,1
-0.000190588,3.557992458,41.68787766,1.000000706,1
-0.000190588,3.562608957,51.7875824,1.000000703,1
-0.000190588,3.542295694,10.09307289,1.000000696,1
-0.000190588,3.554299116,31.9862957,1.000000686,1
-0.000190588,3.551221371,27.29407501,1.000000669,1
-0.000190588,3.552144527,25.96790123,1.000000666,1
-0.000190588,3.558300018,41.61416626,1.000000655,1
-0.000378419,3.53460145,0.190459803,1.00000065,1
-0.000190588,3.542911291,10.09307289,1.000000642,1
-0.000190588,3.554299116,32.03022003,1.000000635,1
-0.000378419,3.562608957,51.90393829,1.000000628,1
-0.000190588,3.551221371,27.14466858,1.000000618,1
-0.000190588,3.542603493,10.09307289,1.000000589,1
-0.000378419,3.552452326,26.07327461,1.000000589,1
-0.000378419,3.558300018,41.64432526,1.00000058,1
-0.000190588,3.551529169,27.17523193,1.000000567,1
-0.000190588,3.53460145,0.069808744,1.000000565,1
-0.000378419,3.554606915,32.0606575,1.000000559,1
-0.000190588,3.562916756,51.93389511,1.000000553,1
-0.000190588,3.551529169,27.11410522,1.000000515,1
-0.000190588,3.552144527,26.04268837,1.000000513,1
-0.000190588,3.534909248,-0.341685653,1.000000509,1
-0.000378419,3.543526888,10.09307289,1.000000509,1
-0.000190588,3.558607817,41.68787766,1.000000505,1
-0.000190588,3.554914713,31.91192436,1.000000483,1
-0.000378419,3.562916756,51.90393829,1.000000477,1
-0.000190588,3.551836729,27.17523193,1.000000464,1
-0.000190588,3.552760124,26.07327461,1.000000462,1
-0.000190588,3.558915615,41.64432526,1.000000454,1
-0.000190588,3.534909248,0.083659083,1.000000452,1
-2.76E-06,3.552760124,26.07327461,1.000000436,1
-0.000190588,3.555222273,32.09109497,1.000000432,1
-0.000190588,3.543526888,9.879786491,1.000000429,1
-2.76E-06,3.558915615,41.79174805,1.000000429,1
-0.000190588,3.552144527,27.06995964,1.000000412,1
-0.000190588,3.553067923,25.99848938,1.000000409,1
-0.000190588,3.559223413,41.71803665,1.000000403,1
-0.000190588,3.535524845,-0.037127078,1.000000395,1
-0.000190588,3.555530071,31.91192436,1.000000381,1
-0.000378419,3.563224554,51.90393829,1.000000377,1
-0.000190588,3.543834686,10.03119659,1.000000376,1
-0.000190588,3.552144527,27.17523193,1.00000036,1
-0.000190588,3.553375721,26.14805603,1.000000358,1
-0.000190588,3.558915615,41.64432526,1.000000353,1
-0.000190588,3.535524845,-0.037127078,1.000000339,1
-2.76E-06,3.552144527,27.21937561,1.000000335,1
-0.000190588,3.543834686,9.910727501,1.000000322,1
-0.000190588,3.552760124,27.1005249,1.000000308,1
-0.000190588,3.553375721,26.04268837,1.000000307,1
