date,Current,Voltage,Temperature,SOC
00:00:00,-0.000190588194527663,3.5370635986328103,0.00784342177212238,1.00000005632817
00:00:01,-0.000190588194527663,3.53675580024719,0.114642195403576,1.0000001128875602
00:00:02,-0.000190588194527663,3.53675580024719,-0.0232199504971504,1.00000016955828
00:00:03,-0.000190588194527663,3.5361402034759504,0.00784342177212238,1.0000002260622098
00:00:04,-0.000190588194527663,3.5358324050903303,0.00784342177212238,1.0000002824545
00:00:05,-0.000190588194527663,3.5355248451232897,-0.0371270775794983,1.00000033912763
00:00:06,-0.000190588194527663,3.5355248451232897,-0.0371270775794983,1.00000039540463
00:00:07,-0.000190588194527663,3.534909248352049,0.0836590826511383,1.00000045213805
00:00:08,-0.000190588194527663,3.534909248352049,-0.3416856527328489,1.00000050886106
00:00:09,-0.000190588194527663,3.53460144996643,0.0698087438941002,1.00000056542039
00:00:10,-0.000378419266780838,3.53460144996643,0.19045980274677304,1.00000064993341
00:00:11,-0.000190588194527663,3.53460144996643,-0.0682265087962151,1.00000073401099
00:00:12,-0.000190588194527663,3.53398585319519,-0.0371270775794983,1.00000079064799
00:00:13,-0.000190588194527663,3.53367805480957,-0.0682265087962151,1.00000084702864
00:00:14,-0.000190588194527663,3.53337025642395,-0.0682265087962151,1.00000090342773
00:00:15,-0.000190588194527663,3.53306245803833,0.00784342177212238,1.00000096014801
00:00:16,0.480844795703888,3.4431920051574703,0.0388259626924992,0.999929634580106
00:00:17,0.480844795703888,3.43088102340698,-0.113234594464302,0.999786648244321
00:00:18,0.480844795703888,3.42349433898926,0.0388259626924992,0.999644105444043
00:00:19,0.480844795703888,3.41703104972839,-0.00603119377046824,0.999501403969115
00:00:20,0.480656951665878,3.41149115562439,-0.189363166689873,0.999359157329813
00:00:21,0.480656951665878,3.40656661987305,0.12849560379982,0.999216514603775
00:00:22,0.480656951665878,3.4019501209259,-0.113234594464302,0.99907331493224
00:00:23,0.480844795703888,3.39733338356018,0.145625546574593,0.998930586083915
00:00:24,0.480656951665878,3.3933322429657,-0.189363166689873,0.998787969640026
00:00:25,0.480844795703888,3.38963913917542,-0.0821300595998764,0.998645159504569
00:00:26,0.480656951665878,3.3862535953521697,-0.00603119377046824,0.998502611136605
00:00:27,0.480844795703888,3.38225245475769,0.0698087438941002,0.998360097052267
00:00:28,0.480656951665878,3.37948250770569,-0.0371270775794983,0.998217698538687
00:00:29,0.480844795703888,3.37640476226807,0.0388259626924992,0.998075043389239
00:00:30,0.480844795703888,3.3733270168304403,-0.113234594464302,0.997932061094033
00:00:31,0.480656951665878,3.37055683135986,-0.00603119377046824,0.997789524135748
00:00:32,0.480656951665878,3.36778688430786,-0.158250048756599,0.997647583158854
00:00:33,0.480844795703888,3.36501693725586,0.0698087438941002,0.997505342142503
00:00:34,0.480656951665878,3.36255478858948,-0.113234594464302,0.9973625283493992
00:00:35,0.480844795703888,3.3600926399231,0.0698087438941002,0.9972205805999872
00:00:36,0.480656951665878,3.35793805122375,-0.00603119377046824,0.997078180121103
00:00:37,0.480844795703888,3.35547590255737,-0.00603119377046824,0.996936237230358
00:00:38,0.480656951665878,3.35362935066223,-0.158250048756599,0.9967934312984672
00:00:39,0.480844795703888,3.35147476196289,-0.127137497067451,0.9966507301281652
00:00:40,0.480844795703888,3.34901261329651,-0.0821300595998764,0.996508198903601
00:00:41,0.480656951665878,3.3474738597869904,-0.0821300595998764,0.996365536602633
00:00:42,0.480656951665878,3.34531927108765,-0.2343909740448,0.996222605797574
00:00:43,0.480656951665878,3.3434727191925,-0.0821300595998764,0.9960802387606492
00:00:44,0.962068021297455,3.24990892410278,0.0698087438941002,0.9958661807944208
00:00:45,0.9618801474571228,3.2415988445282,0.0698087438941002,0.995581545573965
00:00:46,0.962068021297455,3.2363667488098105,-0.0821300595998764,0.99529691264749
00:00:47,0.962068021297455,3.23175001144409,-0.2343909740448,0.995012277709052
00:00:48,0.962068021297455,3.22713351249695,-0.189363166689873,0.994726198732864
00:00:49,0.962068021297455,3.22344017028809,-0.158250048756599,0.994440113201807
00:00:50,0.962068021297455,3.22005462646484,-0.158250048756599,0.994153750727514
00:00:51,0.962068021297455,3.2169768810272203,-0.00603119377046824,0.993867975569527
00:00:52,0.962068021297455,3.21328353881836,-0.0821300595998764,0.9935830344094352
00:00:53,0.9618801474571228,3.21082139015198,-0.0821300595998764,0.993297218990726
00:00:54,0.962068021297455,3.2077436447143595,-0.2343909740448,0.993011747232116
00:00:55,0.9618801474571228,3.20497369766235,-0.127137497067451,0.9927271560342348
00:00:56,-0.4812259674072271,3.4798173904418905,-0.189363166689873,0.992655750154782
00:00:57,-0.4812259674072271,3.4915127754211404,-0.127137497067451,0.992798831913837
00:00:58,-0.4812259674072271,3.49797606468201,-0.38673788309097296,0.99294080698797
00:00:59,-0.4812259674072271,3.50290060043335,-0.31055560708046,0.9930835777582891
00:01:00,-0.4812259674072271,3.5078248977661097,-0.158250048756599,0.9932259601069
00:01:01,-0.4812259674072271,3.5118260383606,-0.31055560708046,0.993368347646853
00:01:02,-0.4810381233692171,3.51551938056946,-0.158250048756599,0.9935111336046752
00:01:03,-0.4812259674072271,3.51952028274536,-0.355599939823151,0.9936539171585552
00:01:04,-0.000190588194527663,3.4302654266357404,-0.2343909740448,0.993725350659945
00:01:05,-0.000190588194527663,3.42780327796936,-0.158250048756599,0.993725406997073
00:01:06,-0.000190588194527663,3.42718768119812,-0.158250048756599,0.993725463500998
00:01:07,-0.000190588194527663,3.4268798828125,-0.127137497067451,0.9937255201689492
00:01:08,-0.000378419266780838,3.42749547958374,-0.0510261207818985,0.993725604517296
00:01:09,-0.000190588194527663,3.42718768119812,-0.2343909740448,0.993725688620789
00:01:10,-0.000190588194527663,3.42749547958374,-0.2343909740448,0.9937257451747288
00:01:11,-0.000190588194527663,3.42780327796936,-0.2343909740448,0.9937258019109192
00:01:12,-0.000190588194527663,3.42811107635498,-0.355599939823151,0.993725858649922
00:01:13,-0.000190588194527663,3.4284188747406,-0.158250048756599,0.993725915370313
00:01:14,-0.000190588194527663,3.4287266731262203,-0.38673788309097296,0.993725971880622
00:01:15,-0.000190588194527663,3.42903423309326,-0.279426038265228,0.99372602837312
00:01:16,-0.000190588194527663,3.42934203147888,-0.2343909740448,0.9937260850471972
00:01:17,-0.000190588194527663,3.42934203147888,-0.31055560708046,0.993726141556402
00:01:18,-0.000190588194527663,3.4299576282501203,-0.31055560708046,0.993726198164535
00:01:19,-0.000190588194527663,3.4299576282501203,-0.203269883990288,0.993726254945524
00:01:20,0.480844795703888,3.33670163154602,-0.279426038265228,0.9936551410146052
00:01:21,0.480844795703888,3.3314695358276403,-0.31055560708046,0.993512181707021
00:01:22,0.480656951665878,3.3280839920043905,-0.31055560708046,0.9933700207221908
00:01:23,0.480656951665878,3.32562160491943,-0.355599939823151,0.993227843845803
00:01:24,0.480844795703888,3.3228516578674303,-0.31055560708046,0.99308517302852
00:01:25,0.480844795703888,3.32069730758667,-0.38673788309097296,0.992942051715538
00:01:26,0.480844795703888,3.31854295730591,-0.203269883990288,0.992799790882188
