,pred,true
0,0.99139696,0.98232025
1,0.9909032,0.98240405
2,0.9891135,0.98249006
3,0.9899338,0.9825743
4,0.99000305,0.9826568
5,0.9904065,0.9827373
6,0.98815507,0.9828159
7,0.9892512,0.98289186
8,0.9880092,0.9829645
9,0.9886196,0.9830336
10,0.98846626,0.9830992
11,0.98887855,0.98316145
12,0.98799354,0.9832206
13,0.98848534,0.98327655
14,0.98783094,0.9833291
15,0.98827004,0.9833787
16,0.98699147,0.98342484
17,0.987425,0.98346156
18,0.9874704,0.983479
19,0.9875388,0.98347
20,0.98746413,0.9834299
21,0.9884595,0.9833577
22,0.9878676,0.98325396
23,0.98875445,0.9831143
24,0.98767734,0.98294204
25,0.98713845,0.98274726
26,0.9860041,0.98253536
27,0.98679733,0.9823068
28,0.986105,0.98206395
29,0.98625535,0.98180836
30,0.9865205,0.98154116
31,0.9872355,0.98126554
32,0.98564845,0.9809828
33,0.9864984,0.98069113
34,0.9844332,0.98039216
35,0.98475313,0.9800895
36,0.9857343,0.9797794
37,0.9844101,0.979454
38,0.9840498,0.9791139
39,0.98461294,0.97876126
40,0.9842914,0.9783978
41,0.9844268,0.9780281
42,0.9825991,0.97766095
43,0.98365206,0.977308
44,0.9833301,0.9769757
45,0.98259336,0.97667056
46,0.981513,0.9763972
47,0.98276454,0.9761551
48,0.9819198,0.97593635
49,0.9810522,0.9757337
50,0.98245,0.9755413
51,0.98302174,0.9753601
52,0.9823859,0.9751881
53,0.98254496,0.97502345
54,0.98265934,0.9748683
55,0.983331,0.9747191
56,0.983432,0.9745733
57,0.98268896,0.9744304
58,0.9832914,0.97429055
59,0.98416215,0.97415257
60,0.9844999,0.9740197
61,0.9840908,0.9738987
62,0.9836839,0.9737919
63,0.98353213,0.9736988
64,0.9848252,0.97361356
65,0.9845629,0.97353905
66,0.98558575,0.9734661
67,0.98484844,0.9733813
68,0.9848137,0.9732895
69,0.984437,0.9731862
70,0.9849422,0.9730714
71,0.98592955,0.9729454
72,0.98570204,0.97280806
73,0.9854615,0.97265893
74,0.9848805,0.9725006
75,0.9847078,0.97233534
