Current,Voltage,Temperature,SOC,Profile
-0.000378419266780838,3.55645346641541,31.9862957000732,1.00000010114938,1
-0.000190588194527663,3.55614566802979,31.955856323242198,1.00000017727174,1
-0.000190588194527663,3.55583786964417,31.9862957000732,1.00000022831425,1
-0.000378419266780838,3.55583786964417,31.9862957000732,1.00000030443765,1
-0.000190588194527663,3.55553007125854,31.911924362182603,1.00000038100574,1
-0.000190588194527663,3.55522227287292,32.091094970703104,1.00000043189809,1
-0.000190588194527663,3.55491471290588,31.911924362182603,1.00000048299896,1
-0.000378419266780838,3.5546069145202597,32.060657501220696,1.00000055917758,1
-0.000190588194527663,3.55429911613464,32.0302200317383,1.00000063506567,1
-0.000190588194527663,3.55429911613464,31.9862957000732,1.00000068591349,1
-0.000190588194527663,3.55429911613464,31.9862957000732,1.00000073709945,1
-0.000190588194527663,3.55399131774902,32.060657501220696,1.0000007882452,1
-0.000190588194527663,3.55399131774902,31.9862957000732,1.00000083923661,1
-0.000190588194527663,3.5536835193633998,32.060657501220696,1.00000089027863,1
-0.000190588194527663,3.5533757209777797,31.911924362182603,1.00000094123161,1
-0.000190588194527663,3.5533757209777797,32.060657501220696,1.00000099226048,1
0.48046913743019104,3.4795095920562704,31.9862957000732,0.999936613453123,1
0.48084479570388794,3.47304630279541,31.881483078002898,0.999807485552182,1
0.480656951665878,3.4684295654296897,31.955856323242198,0.999677982674932,1
0.480656951665878,3.46442842483521,31.9862957000732,0.9995489959332041,1
0.480656951665878,3.4604275226593,32.016735076904304,0.9994207781418809,1
0.480656951665878,3.45734977722168,31.9862957000732,0.999292439529596,1
0.48084479570388794,3.4536564350128196,31.911924362182603,0.999163031234943,1
0.48084479570388794,3.4505786895752,32.016735076904304,0.9990343980151031,1
0.480656951665878,3.44811654090881,31.911924362182603,0.99890615437975,1
0.480656951665878,3.44503855705261,31.911924362182603,0.998777294628355,1
0.48084479570388794,3.4419608116149902,31.881483078002898,0.9986485471284029,1
0.480656951665878,3.43919086456299,31.9862957000732,0.998519795876741,1
0.48084479570388794,3.43672871589661,31.9862957000732,0.998390898851378,1
0.480656951665878,3.43457436561584,31.9862957000732,0.998262417278593,1
0.48084479570388794,3.4318044185638397,31.9423637390137,0.9981337920547859,1
0.480656951665878,3.4296498298645,31.881483078002898,0.998004911122287,1
0.48084479570388794,3.42718768119812,31.9862957000732,0.9978761600187179,1
0.480656951665878,3.42534112930298,32.016735076904304,0.9977476309571759,1
0.480656951665878,3.42318654060364,31.9423637390137,0.9976190639300979,1
0.480656951665878,3.42103219032288,31.9423637390137,0.997490722159095,1
0.480656951665878,3.4188778400421103,31.9423637390137,0.9973619624995759,1
0.48084479570388794,3.41672325134277,31.9862957000732,0.9972333703006941,1
0.48084479570388794,3.41487669944763,31.9862957000732,0.99710446838615,1
0.48084479570388794,3.41302990913391,31.911924362182603,0.9969752840508591,1
