Current,Voltage,Temperature,SOC,Profile
-0.000190588194527663,3.5567612648010294,32.259933471679695,1.0000000508897,2
-0.000190588194527663,3.5567612648010294,32.155162811279304,1.00000010177887,2
-0.000190588194527663,3.55645346641541,32.1990966796875,1.00000015317672,2
-0.000190588194527663,3.55645346641541,32.1855850219727,1.0000002040668499,2
-0.000190588194527663,3.55614566802979,32.1247406005859,1.00000025546983,2
-0.000378419266780838,3.55614566802979,32.3646926879883,1.00000033220211,2
-0.000190588194527663,3.55583786964417,32.1855850219727,1.00000040891942,2
-0.000378419266780838,3.55583786964417,32.259933471679695,1.00000048563477,2
-0.000378419266780838,3.55583786964417,32.0808067321777,1.00000058667744,2
-2.75712204711454e-06,3.55491471290588,32.259933471679695,1.00000063756719,2
-0.000378419266780838,3.55491471290588,32.1855850219727,1.0000006889693298,2
-0.000190588194527663,3.55491471290588,32.1855850219727,1.0000007656979,2
-0.000190588194527663,3.5546069145202597,32.2295112609863,1.00000081708781,2
-0.000190588194527663,3.5546069145202597,32.259933471679695,1.00000086797792,2
-0.000190588194527663,3.5546069145202597,32.1855850219727,1.00000091887902,2
-0.000190588194527663,3.55399131774902,32.2295112609863,1.00000097026998,2
-0.000378419266780838,3.55399131774902,32.259933471679695,1.00000104623944,2
-0.000190588194527663,3.55399131774902,32.259933471679695,1.00000112295289,2
-0.000190588194527663,3.5533757209777797,32.1855850219727,1.0000011743556,2
-0.000190588194527663,3.5533757209777797,32.1247406005859,1.00000122574767,2
0.925440907478333,3.41087555885315,32.259933471679695,0.9998776830324191,2
0.910790085792542,3.4016423225402797,32.1112289428711,0.999630116678985,2
1.47616159915924,3.3062317371368395,32.2903518676758,0.999308261935374,2
1.8031755685806299,3.2434456348419203,32.1112289428711,0.998870449121172,2
2.03664946556091,3.1942014694213903,32.1855850219727,0.998352632419826,2
2.25115275382996,3.1483428478241002,32.155162811279304,0.997774530583968,2
0.614204823970795,3.38748455047607,32.2295112609863,0.9973919879122909,2
0.8959514498710629,3.3459348678588903,32.259933471679695,0.9971883588166679,2
2.67959523200989,3.06893682479858,32.1855850219727,0.996710951962922,2
1.2663543224334701,3.2705297470092796,32.259933471679695,0.9961788620454541,2
1.0231131315231299,3.30561637878418,32.1855850219727,0.995873205621438,2
0.44290292263031,3.39240908622742,32.1855850219727,0.9956755540743292,2
-0.0830240920186043,3.4745850563049303,32.1247406005859,0.99562702297924,2
-0.170553371310234,3.4915127754211404,32.1855850219727,0.995661211534874,2
-0.170553371310234,3.4945905208587598,32.1855850219727,0.995706751465754,2
-0.12152945995330801,3.4893584251403795,32.2160034179688,0.9957461358119101,2
-0.160786151885986,3.49705266952515,32.259933471679695,0.995783826547842,2
-1.1061398983001698,3.64478516578674,32.2160034179688,0.9959546778138721,2
-0.691596746444702,3.58969330787659,32.2903518676758,0.9961946994372891,2
0.17486797273159002,3.45950412750244,32.2160034179688,0.996264363517359,2
0.44290292263031,3.4161076545715297,32.2160034179688,0.9961810629357891,2
0.45267012715339705,3.41087555885315,32.1112289428711,0.9960614851365159,2
0.5847153663635251,3.3881001472473105,32.2160034179688,0.9959216056679709,2
1.1598540544509899,3.2960751056671103,32.2464256286621,0.9956863957979399,2
1.9389773607254,3.16865611076355,32.2903518676758,0.9952726432925101,2
2.1489725112915,3.12587523460388,32.2160034179688,0.994721473892505,2
1.9786098003387498,3.14341855049133,32.2903518676758,0.9941703548082049,2
